"DRG.Definition","Provider.Id","Provider.Name","Provider.Street.Address","Provider.City","Provider.State","Provider.Zip.Code","Hospital.Referral.Region..HRR..Description","Total.Discharges","Average.Covered.Charges","Average.Total.Payments","Average.Medicare.Payments","DRG.Code","Comb.DRG","MORT","READM","Lat","Long"
"754","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330331","PLAINVIEW HOSPITAL","888 OLD COUNTRY ROAD","PLAINVIEW","NY","11803","NY - East Long Island","39","24686.97436","6351.897436","3773.461538","195","PN","15.6","18.0","40.774382","-73.478429"
"755","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330332","ST JOSEPH HOSPITAL","4295 HEMPSTEAD TURNPIKE","BETHPAGE","NY","11714","NY - East Long Island","41","32066.92683","5068.536585","3665.878049","195","PN","15.6","21.2","40.725795","-73.478755"
"756","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330350","UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE )","445 LENOX ROAD","BROOKLYN","NY","11203","NY - Manhattan","23","16271.73913","11321.95652","9214.826087","195","PN","15.2","22.4","40.654457","-73.94516"
"757","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330353","FOREST HILLS HOSPITAL","102 - 01 66TH ROAD","FOREST HILLS","NY","11375","NY - East Long Island","37","20029.67568","7442.891892","6254.216216","195","PN","17.5","24.1","40.72861","-73.8513"
"758","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330372","FRANKLIN HOSPITAL","900 FRANKLIN AVENUE","VALLEY STREAM","NY","11580","NY - East Long Island","24","27579.29167","5952.791667","4760.25","195","PN","18.6","19.7","40.681674","-73.68572"
"759","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330386","CATSKILL REGIONAL MEDICAL CENTER","68 HARRIS BUSHVILLE ROAD","HARRIS","NY","12742","NY - Albany","13","19743.23077","5327.846154","4584.461538","195","PN","16.3","19.5",NA,NA
"760","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330393","UNIVERSITY HOSPITAL ( STONY BROOK )","HEALTH SCIENCES CENTER SUNY","STONY BROOK","NY","11794","NY - East Long Island","21","24828.66667","8256.571429","6385.380952","195","PN","13.7","18.1",NA,NA
"761","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330394","UNITED HEALTH SERVICES HOSPITALS, INC","33-57 HARRISON STREET","JOHNSON CITY","NY","13790","NY - Binghamton","42","15549.02381","5305.904762","4064.285714","195","PN","17.3","17.2","42.088097","-75.914166"
"762","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330395","ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE","327 BEACH 19TH STREET","FAR ROCKAWAY","NY","11691","NY - East Long Island","13","24218.61538","11740.38462","8752.846154","195","PN","19.4","24.7","40.598675","-73.75268"
"763","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330401","ST CATHERINE OF SIENA HOSPITAL","50 ROUTE 25A","SMITHTOWN","NY","11787","NY - East Long Island","40","35839.525","4757.6","3638.1","195","PN","16.0","19.7","40.858303","-73.18609"
"764","190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC","330003","ALBANY MEMORIAL HOSPITAL","600 NORTHERN BOULEVARD","ALBANY","NY","12204","NY - Albany","26","11009.84615","6273.307692","5118.384615","190","COPD","9.9","19.2","42.673539","-73.750281"
"765","190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC","330004","HEALTHALLIANCE HOSPITAL BROADWAY CAMPUS","396 BROADWAY","KINGSTON","NY","12401","NY - Albany","64","31616.57813","7855.296875","6806.421875","190","COPD","8.7","22.9","41.92651","-73.995902"
"766","190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC","330005","KALEIDA HEALTH","726 EXCHANGE STREET, SUITE 522","BUFFALO","NY","14210","NY - Buffalo","115","20685.53043","10419.91304","8689.313043","190","COPD","7.3","18.2","42.87459","-78.850067"
"767","190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC","330006","ST JOSEPH'S MEDICAL CENTER","127 SOUTH BROADWAY","YONKERS","NY","10701","NY - White Plains","25","15132.56","11950.64","10576.48","190","COPD","8.3","21.6","40.929614","-73.897003"
"768","190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC","330008","WYOMING COUNTY COMMUNITY HOSPITAL","400 NORTH MAIN STREET","WARSAW","NY","14569","NY - Rochester","28","9818.071429","8633.928571","7757.928571","190","COPD","9.2","21.0","42.753447","-78.132533"
"769","190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC","330009","BRONX-LEBANON HOSPITAL CENTER","1276 FULTON AVENUE","BRONX","NY","10456","NY - Bronx","29","12657.93103","21817.03448","20270.51724","190","COPD","8.9","20.9","40.83175","-73.903756"
"770","190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC","330011","OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC","169 RIVERSIDE DRIVE","BINGHAMTON","NY","13905","NY - Binghamton","58","10727.82759","6890.913793","5907.862069","190","COPD","9.6","22.5","42.09264","-75.935558"
"771","190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC","330013","ALBANY MEDICAL CENTER HOSPITAL","43 NEW SCOTLAND AVENUE","ALBANY","NY","12208","NY - Albany","50","41480.18","11092.48","8543.36","190","COPD","8.2","20.8","42.653254","-73.77386"
"772","190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC","330014","JAMAICA HOSPITAL MEDICAL CENTER","89TH AVENUE AND VAN WYCK EXPRESSWAY","JAMAICA","NY","11418","NY - East Long Island","44","28264.15909","16214.5","14274.65909","190","COPD","10.1","20.9","40.701412","-73.816302"
"773","190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC","330019","NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.","2525 KINGS HIGHWAY","BROOKLYN","NY","11229","NY - Manhattan","57","43884.94737","13857.66667","13166.84211","190","COPD","8.4","20.8","40.613783","-73.948321"
"774","190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC","330023","VASSAR BROTHERS MEDICAL CENTER","45 READE PLACE","POUGHKEEPSIE","NY","12601","NY - Albany","175","37542.32","8844.205714","7671.222857","190","COPD","9.2","22.1","41.694567","-73.935723"
"775","190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC","330024","MOUNT SINAI HOSPITAL","ONE GUSTAVE L LEVY PLACE","NEW YORK","NY","10029","NY - Manhattan","107","29394.37383","14563.1215","11350.33645","190","COPD","6.3","21.1",NA,NA
"776","190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC","330027","NASSAU UNIVERSITY MEDICAL CENTER","2201 HEMPSTEAD TURNPIKE","EAST MEADOW","NY","11554","NY - East Long Island","13","41073.23077","16553.76923","14240.15385","190","COPD","11.1","21.7","40.725302","-73.552691"
"777","190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC","330028","RICHMOND UNIVERSITY MEDICAL CENTER","355 BARD AVENUE","STATEN ISLAND","NY","10304","NY - Manhattan","43","34454.83721","13265.69767","11727.93023","190","COPD","8.1","23.3","40.63551","-74.106693"
"778","190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC","330030","NEWARK-WAYNE COMMUNITY HOSPITAL","111 DRIVING PARK AVENUE","NEWARK","NY","14513","NY - Rochester","25","15790.56","6841.44","6116.96","190","COPD","7.2","21.1","43.060825","-77.099731"
"779","190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC","330043","SOUTHSIDE HOSPITAL","301 EAST MAIN STREET","BAY SHORE","NY","11706","NY - East Long Island","60","44537.85","10484.3","8854.05","190","COPD","9.8","22.5","40.724858","-73.240889"
"780","190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC","330044","FAXTON-ST LUKE'S HEALTHCARE","1656 CHAMPLIN AVENUE","UTICA","NY","13503","NY - Elmira","72","23801.58333","7193.958333","6277.75","190","COPD","10.7","21.6",NA,NA
"781","190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC","330045","HUNTINGTON HOSPITAL","270 PARK AVENUE","HUNTINGTON","NY","11743","NY - East Long Island","107","39517.85981","8125.542056","7271.775701","190","COPD","8.0","22.0","40.879201","-73.417488"
"782","190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC","330046","ST LUKE'S ROOSEVELT HOSPITAL","1111 AMSTERDAM AVENUE","NEW YORK","NY","10025","NY - Manhattan","71","41051.3662","14273.50704","12463.76056","190","COPD","6.8","20.8","40.770129","-73.987846"
"783","190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC","330047","ST MARY'S HOSPITAL AT AMSTERDAM","427 GUY PARK AVENUE","AMSTERDAM","NY","12010","NY - Albany","38","17486.02632","8014.789474","6030.105263","190","COPD","8.7","19.1","42.953648","-74.216041"
"784","190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC","330049","NORTHERN DUTCHESS HOSPITAL","6511 SPRINGBROOK AVENUE","RHINEBECK","NY","12572","NY - Albany","13","23618.53846","7759.076923","7179.384615","190","COPD","8.5","20.1","41.933823","-73.912744"
"785","190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC","330053","MEDINA MEMORIAL HOSPITAL","200 OHIO STREET","MEDINA","NY","14103","NY - Buffalo","23","10220.78261","7567.782609","6573","190","COPD",NA,NA,NA,NA
"786","190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC","330055","NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS","56-45 MAIN STREET","FLUSHING","NY","11355","NY - East Long Island","128","39316.49219","12708.64063","10759.03906","190","COPD","8.0","19.0","40.747529","-73.826102"
"787","190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC","330056","BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS","121 DEKALB AVENUE","BROOKLYN","NY","11201","NY - Manhattan","22","26101.68182","17144.27273","14848.59091","190","COPD","7.2","20.5","40.689785","-73.9774"
"788","190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC","330057","ST PETER'S HOSPITAL","315 SOUTH MANNING BOULEVARD","ALBANY","NY","12208","NY - Albany","67","32849.44776","7931.61194","6643.432836","190","COPD","7.7","19.8","42.656808","-73.804578"
"789","190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC","330058","GENEVA GENERAL HOSPITAL","196 -198 NORTH STREET","GENEVA","NY","14456","NY - Rochester","31","17862.32258","7947.806452","6647.516129","190","COPD","8.5","20.7","42.875702","-76.988003"
"790","190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC","330059","MONTEFIORE MEDICAL CENTER","111 EAST 210TH STREET","BRONX","NY","10467","NY - Bronx","185","53930.57297","16258.92973","13829.56757","190","COPD","5.7","21.6","40.879777","-73.879975"
"791","190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC","330061","LAWRENCE HOSPITAL CENTER","55 PALMER AVENUE","BRONXVILLE","NY","10708","NY - White Plains","92","42352.86957","8404.347826","7074.673913","190","COPD","7.7","22.1","40.941585","-73.836593"
"792","190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC","330067","ST FRANCIS HOSPITAL","241 NORTH ROAD","POUGHKEEPSIE","NY","12601","NY - Albany","25","49664.72","9781.6","8820.32","190","COPD",NA,NA,NA,NA
"793","190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC","330073","UNITED MEMORIAL MEDICAL CENTER","127 NORTH STREET","BATAVIA","NY","14020","NY - Buffalo","26","14350.57692","7759.730769","6793.961538","190","COPD","9.0","21.0","43.003913","-78.177006"
"794","190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC","330074","F F THOMPSON HOSPITAL","350 PARRISH STREET","CANANDAIGUA","NY","14424","NY - Rochester","21","14997.80952","7236.285714","5526","190","COPD","8.2","21.8","42.874946","-77.289875"
"795","190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC","330078","SISTERS OF CHARITY HOSPITAL","2157 MAIN STREET","BUFFALO","NY","14214","NY - Buffalo","48","25461.60417","9214.5625","7774.958333","190","COPD","8.8","19.5","42.92917","-78.849916"
"796","190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC","330080","LINCOLN MEDICAL & MENTAL HEALTH CENTER","234 EAST 149TH STREET","BRONX","NY","10451","NY - Bronx","15","26879","24130.66667","22439.33333","190","COPD","7.8","21.7","40.817681","-73.924072"
"797","190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC","330084","ALICE HYDE MEDICAL CENTER","133 PARK STREET","MALONE","NY","12953","VT - Burlington","34","10389.70588","7987.323529","7048.558824","190","COPD","7.1","19.9","44.856658","-74.29193"
"798","190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC","330085","AURELIA OSBORN FOX MEMORIAL HOSPITAL","ONE NORTON AVENUE","ONEONTA","NY","13820","NY - Binghamton","36","13713.66667","6934.944444","5708.166667","190","COPD","8.2","21.3",NA,NA
"799","190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC","330090","ARNOT OGDEN MEDICAL CENTER","600 ROE AVENUE","ELMIRA","NY","14905","NY - Elmira","112","19767.71429","7468.892857","6531.044643","190","COPD","8.8","22.3","42.099256","-76.826668"
"800","190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC","330094","COLUMBIA MEMORIAL HOSPITAL","71 PROSPECT AVENUE","HUDSON","NY","12534","NY - Albany","26","19510.73077","7741.769231","6995.923077","190","COPD","6.9","21.2","42.246254","-73.776128"
"801","190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC","330101","NEW YORK-PRESBYTERIAN HOSPITAL","525 EAST 68TH STREET","NEW YORK","NY","10021","NY - Manhattan","183","56321.93989","16035.28962","12563.53005","190","COPD","6.5","21.1","40.7642","-73.954457"
"802","190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC","330102","KENMORE MERCY HOSPITAL","2950 ELMWOOD AVENUE","KENMORE","NY","14217","NY - Buffalo","31","20516.87097","6770.967742","5453.935484","190","COPD","7.6","20.9","42.9779","-78.878678"
"803","190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC","330103","OLEAN GENERAL HOSPITAL","515 MAIN STREET","OLEAN","NY","14760","NY - Buffalo","91","13708.84615","6658.263736","5693.846154","190","COPD","9.9","20.1","42.089448","-78.426977"
"804","190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC","330104","NYACK HOSPITAL","160 NORTH MIDLAND AVENUE","NYACK","NY","10960","NJ - Hackensack","60","45526.45","9176.166667","8072.416667","190","COPD","7.6","22.0","41.095841","-73.925034"
"805","190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC","330106","NORTH SHORE UNIVERSITY HOSPITAL","300 COMMUNITY DRIVE","MANHASSET","NY","11030","NY - East Long Island","106","70154.46226","12680.00943","9883.150943","190","COPD","7.9","21.1","40.779269","-73.703029"
"806","190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC","330107","PECONIC BAY MEDICAL CENTER","1300 ROANOKE AVENUE","RIVERHEAD","NY","11901","NY - East Long Island","42","39704.21429","9266.190476","7959.619048","190","COPD","9.1","19.0","40.933577","-72.674317"
"807","190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC","330115","ONEIDA HEALTHCARE CENTER","321 GENESEE STREET","ONEIDA","NY","13421","NY - Syracuse","18","27480.11111","8343.166667","7513.166667","190","COPD","9.7","18.1","43.078797","-75.654641"
"808","190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC","330119","LENOX HILL HOSPITAL","100 EAST 77TH STREET","NEW YORK","NY","10021","NY - Manhattan","75","66602.42667","12381.24","9867.24","190","COPD","6.7","19.0","40.773964","-73.96061"
"809","190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC","330125","ROCHESTER GENERAL HOSPITAL","1425 PORTLAND AVENUE","ROCHESTER","NY","14621","NY - Rochester","55","14095","8012.218182","6963.709091","190","COPD","6.9","22.4","43.192542","-77.584424"
"810","190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC","330126","ORANGE REGIONAL MEDICAL CENTER","707 EAST MAIN STREET","MIDDLETOWN","NY","10940","NY - White Plains","119","49936.31933","9553.680672","7521.605042","190","COPD","8.3","23.5","41.439962","-74.369415"
"811","190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC","330127","JACOBI MEDICAL CENTER","1400 PELHAM PARKWAY SOUTH","BRONX","NY","10461","NY - Bronx","27","32753","21280.7037","18528.7037","190","COPD","6.4","21.2","40.857455","-73.84721"
"812","190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC","330128","ELMHURST HOSPITAL CENTER","79-01 BROADWAY","ELMHURST","NY","11373","NY - East Long Island","17","47206.82353","21058.35294","19063.58824","190","COPD","7.5","21.3","40.74434","-73.88598"
"813","190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC","330135","BON SECOURS COMMUNITY HOSPITAL","160 EAST MAIN STREET","PORT JERVIS","NY","12771","NJ - Morristown","38","30096.71053","8767.763158","7956.394737","190","COPD","6.6","22.8","41.368207","-74.68252"
"814","190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC","330136","MARY IMOGENE BASSETT HOSPITAL","ONE ATWELL ROAD","COOPERSTOWN","NY","13326","NY - Albany","28","21465.10714","10831.5","9178.714286","190","COPD","8.5","18.1",NA,NA
"815","190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC","330140","ST JOSEPH'S HOSPITAL HEALTH CENTER","301 PROSPECT AVENUE","SYRACUSE","NY","13203","NY - Syracuse","116","19486.18966","8330.887931","6748.405172","190","COPD","6.6","19.3","43.055562","-76.149154"
"816","190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC","330141","BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER","101 HOSPITAL ROAD","PATCHOGUE","NY","11772","NY - East Long Island","192","58086.94792","9362","7797.489583","190","COPD","7.7","23.9","40.78029","-72.97823"
"817","190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC","330144","IRA DAVENPORT MEMORIAL HOSPITAL, INC","7571 STATE ROUTE 54","BATH","NY","14810","NY - Rochester","13","11453.15385","8030.538462","7189.923077","190","COPD","9.6","20.3","42.37297","-77.278553"
"818","190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC","330153","ELLIS HOSPITAL","1101 NOTT STREET","SCHENECTADY","NY","12308","NY - Albany","67","27383.46269","8018.059701","6834.671642","190","COPD","9.9","19.3","42.819818","-73.918883"
"819","190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC","330157","SAMARITAN MEDICAL CENTER","830 WASHINGTON STREET","WATERTOWN","NY","13601","NY - Syracuse","42","24415.52381","11082.45238","10027.16667","190","COPD","9.9","21.3","43.965042","-75.912732"
"820","190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC","330158","GOOD SAMARITAN HOSPITAL OF SUFFERN","255 LAFAYETTE AVENUE","SUFFERN","NY","10901","NJ - Ridgewood","63","36287.5873","9347.079365","8617.555556","190","COPD","7.3","20.7","41.112389","-74.136248"
"821","190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC","330160","STATEN ISLAND UNIVERSITY HOSPITAL","475 SEAVIEW AVENUE","STATEN ISLAND","NY","10305","NY - Manhattan","92","39574.77174","12243.96739","10670.97826","190","COPD","7.7","23.4","40.584082","-74.087013"
"822","190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC","330162","NORTHERN WESTCHESTER HOSPITAL","400 EAST MAIN STREET","MOUNT KISCO","NY","10549","NY - White Plains","27","34271.40741","9431.666667","8121.444444","190","COPD","7.8","20.0","41.196692","-73.724449"
"823","190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC","330163","EASTERN NIAGARA HOSPITAL","521 EAST AVENUE","LOCKPORT","NY","14094","NY - Buffalo","90","13554.84444","8032.577778","6822.922222","190","COPD","7.0","19.5","43.17638","-78.671075"
"824","190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC","330164","HIGHLAND HOSPITAL","1000 SOUTH AVENUE","ROCHESTER","NY","14620","NY - Rochester","37","14026.97297","9085.837838","7454.72973","190","COPD","11.3","19.7","43.135955","-77.607556"
"825","190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC","330167","WINTHROP-UNIVERSITY HOSPITAL","259 FIRST STREET","MINEOLA","NY","11501","NY - East Long Island","77","56639.20779","12229.68831","10022.25974","190","COPD","7.1","20.4","40.74167","-73.64344"
"826","190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC","330169","BETH ISRAEL MEDICAL CENTER","FIRST AVENUE AT 16TH STREET","NEW YORK","NY","10003","NY - Manhattan","109","55916.98165","14180.01835","11755.04587","190","COPD","7.1","23.3","40.732665","-73.9816"
"827","190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC","330175","CORTLAND REGIONAL MEDICAL CENTER, INC","134 HOMER AVENUE","CORTLAND","NY","13045","NY - Syracuse","34","8663.941176","7342","6490.235294","190","COPD","7.9","21.1","42.608997","-76.186117"
"828","190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC","330180","SAMARITAN HOSPITAL","2215 BURDETT AVENUE","TROY","NY","12180","NY - Albany","40","18014.175","7177.125","5791.7","190","COPD","8.5","21.5","42.733478","-73.671411"
"829","190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC","330181","GLEN COVE HOSPITAL","101 ST ANDREWS LANE","GLEN COVE","NY","11542","NY - East Long Island","32","34005.09375","8919.1875","8064.875","190","COPD","7.7","20.0",NA,NA
"830","190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC","330182","ST FRANCIS HOSPITAL, ROSLYN","100 PORT WASHINGTON BOULEVARD","ROSLYN","NY","11576","NY - East Long Island","68","53400.67647","9160.867647","8208.117647","190","COPD","7.5","20.7","40.804505","-73.672669"
"831","190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC","330184","MONTEFIORE NEW ROCHELLE HOSPITAL","16 GUION PLACE","NEW ROCHELLE","NY","10802","NY - Bronx","30","35287.4","12213","10294.86667","190","COPD","8.4","20.1","40.912968","-73.786997"
"832","190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC","330185","JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON","75 NORTH COUNTRY ROAD","PORT JEFFERSON","NY","11777","NY - East Long Island","101","50615.12871","8176.752475","7279.138614","190","COPD","5.7","21.9","40.938128","-73.053786"
"833","190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC","330188","MOUNT ST MARY'S HOSPITAL AND  HEALTH CENTER","5300 MILITARY ROAD","LEWISTON","NY","14092","NY - Buffalo","14","14349.35714","7664.214286","6802.5","190","COPD","8.7","17.0","43.154652","-79.030462"
"834","190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC","330191","GLENS FALLS HOSPITAL","100 PARK STREET","GLENS FALLS","NY","12801","NY - Albany","75","24573.57333","7289.186667","5564.373333","190","COPD","7.7","18.6","43.308335","-73.644551"
